Sensor,Physical Property,Measurement Unit,Time,Value
S43_OD_M,Humidity,Relative,2021-07-05T20:34:28Z,67
S43_OD_M,Humidity,Relative,2021-07-05T20:50:04Z,67
S43_OD_M,Humidity,Relative,2021-07-05T21:05:10Z,67.5
S43_OD_M,Humidity,Relative,2021-07-05T21:20:14Z,68
S43_OD_M,Humidity,Relative,2021-07-05T21:35:20Z,65.5
S43_OD_M,Humidity,Relative,2021-07-05T21:50:26Z,63.5
S43_OD_M,Humidity,Relative,2021-07-05T22:06:01Z,56
S43_OD_M,Humidity,Relative,2021-07-05T22:21:07Z,49.5
S43_OD_M,Humidity,Relative,2021-07-05T22:36:13Z,48.5
S43_OD_M,Humidity,Relative,2021-07-05T22:51:19Z,56.5
S43_OD_M,Humidity,Relative,2021-07-05T23:06:24Z,57
S43_OD_M,Humidity,Relative,2021-07-05T23:22:00Z,54.5
S43_OD_M,Humidity,Relative,2021-07-05T23:37:06Z,57
S43_OD_M,Humidity,Relative,2021-07-05T23:52:12Z,58.5
S43_OD_M,Humidity,Relative,2021-07-06T00:07:17Z,62.5
S43_OD_M,Humidity,Relative,2021-07-06T00:22:23Z,57.5
S43_OD_M,Humidity,Relative,2021-07-06T00:37:27Z,63.5
S43_OD_M,Humidity,Relative,2021-07-06T00:53:03Z,65
S43_OD_M,Humidity,Relative,2021-07-06T01:08:09Z,67.5
S43_OD_M,Humidity,Relative,2021-07-06T01:23:15Z,68
S43_OD_M,Humidity,Relative,2021-07-06T01:38:21Z,67.5
S43_OD_M,Humidity,Relative,2021-07-06T01:53:27Z,68
S43_OD_M,Humidity,Relative,2021-07-06T02:09:03Z,62
S43_OD_M,Humidity,Relative,2021-07-06T02:24:09Z,60.5
S43_OD_M,Humidity,Relative,2021-07-06T02:39:15Z,63
S43_OD_M,Humidity,Relative,2021-07-06T02:54:21Z,62.5
S43_OD_M,Humidity,Relative,2021-07-06T03:09:26Z,61.5
S43_OD_M,Humidity,Relative,2021-07-06T03:25:02Z,60
S43_OD_M,Humidity,Relative,2021-07-06T03:40:08Z,59.5
S43_OD_M,Humidity,Relative,2021-07-06T03:55:14Z,59
S43_OD_M,Humidity,Relative,2021-07-06T04:10:20Z,59.5
S43_OD_M,Humidity,Relative,2021-07-06T04:25:26Z,61
S43_OD_M,Humidity,Relative,2021-07-06T04:41:02Z,60.5
S43_OD_M,Humidity,Relative,2021-07-06T04:56:08Z,58
S43_OD_M,Humidity,Relative,2021-07-06T05:11:14Z,55.5
S43_OD_M,Humidity,Relative,2021-07-06T05:26:20Z,52.5
S43_OD_M,Humidity,Relative,2021-07-06T05:41:26Z,51.5
S43_OD_M,Humidity,Relative,2021-07-06T05:57:02Z,49
S43_OD_M,Humidity,Relative,2021-07-06T06:12:07Z,48
S43_OD_M,Humidity,Relative,2021-07-06T06:27:13Z,47
S43_OD_M,Humidity,Relative,2021-07-06T06:42:19Z,45.5
S43_OD_M,Humidity,Relative,2021-07-06T06:57:25Z,45
S43_OD_M,Humidity,Relative,2021-07-06T07:13:00Z,44
S43_OD_M,Humidity,Relative,2021-07-06T07:28:06Z,43
S43_OD_M,Humidity,Relative,2021-07-06T07:43:12Z,43
S43_OD_M,Humidity,Relative,2021-07-06T07:58:18Z,42.5
S43_OD_M,Humidity,Relative,2021-07-06T08:13:24Z,41
S43_OD_M,Humidity,Relative,2021-07-06T08:29:00Z,38.5
S43_OD_M,Humidity,Relative,2021-07-06T08:44:06Z,33.5
S43_OD_M,Humidity,Relative,2021-07-06T08:59:12Z,30
S43_OD_M,Humidity,Relative,2021-07-06T09:14:17Z,30
S43_OD_M,Humidity,Relative,2021-07-06T09:29:23Z,33
S43_OD_M,Humidity,Relative,2021-07-06T09:44:29Z,31.5
S43_OD_M,Humidity,Relative,2021-07-06T10:00:05Z,30
S43_OD_M,Humidity,Relative,2021-07-06T10:10:28Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:11:14Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:11:19Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:11:22Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:11:26Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:12:00Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:12:08Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:12:23Z,34.5
S43_OD_M,Humidity,Relative,2021-07-06T10:13:28Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:18:21Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:33:27Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:36:13Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:36:14Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:36:16Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:42:21Z,36.5
S43_OD_M,Humidity,Relative,2021-07-06T10:43:05Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:44:06Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:44:17Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:44:25Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:45:00Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:45:02Z,37
S43_OD_M,Humidity,Relative,2021-07-06T10:45:07Z,37
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T10:42:10Z,535
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T10:42:13Z,535
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T10:57:21Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T11:12:26Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T11:28:02Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T11:43:08Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T11:58:14Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T12:13:18Z,510
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T12:28:23Z,534
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T12:43:29Z,528
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T12:59:05Z,542
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T13:14:11Z,537
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T13:29:16Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T13:44:22Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T13:59:28Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T14:15:04Z,522
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T14:30:09Z,519
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T14:45:15Z,557
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T15:00:21Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T15:15:27Z,545
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T15:31:02Z,536
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T15:46:08Z,568
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T16:01:14Z,504
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T16:16:20Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T16:31:25Z,522
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T16:47:01Z,606
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T17:02:07Z,535
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T17:17:13Z,606
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T17:32:18Z,580
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T17:47:24Z,614
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T18:02:29Z,555
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T18:18:05Z,514
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T18:33:11Z,507
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T18:48:17Z,516
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T19:03:23Z,508
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T19:18:29Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T19:34:05Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T19:49:11Z,501
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T20:04:16Z,513
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T20:19:22Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T20:34:28Z,524
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T20:50:04Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T21:05:10Z,502
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T21:20:14Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T21:35:20Z,502
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T21:50:26Z,566
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T22:06:01Z,635
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T22:21:07Z,648
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T22:36:13Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T22:51:19Z,517
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T23:06:24Z,570
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T23:22:00Z,596
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T23:37:06Z,511
S43_OD_M,bVOC,Parts Per Billion,2021-07-05T23:52:12Z,519
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T00:07:17Z,518
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T00:22:23Z,693
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T00:37:27Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T00:53:03Z,572
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T01:08:09Z,578
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T01:23:15Z,583
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T01:38:21Z,680
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T01:53:27Z,742
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T02:09:03Z,786
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T02:24:09Z,642
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T02:39:15Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T02:54:21Z,499
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T03:09:26Z,540
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T03:25:02Z,571
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T03:40:08Z,548
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T03:55:14Z,753
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T04:10:20Z,795
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T04:25:26Z,901
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T04:41:02Z,1021
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T04:56:08Z,1351
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T05:11:14Z,1679
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T05:26:20Z,1923
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T05:41:26Z,1949
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T05:57:02Z,1945
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T06:12:07Z,1560
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T06:27:13Z,2052
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T06:42:19Z,2053
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T06:57:25Z,2089
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T07:13:00Z,2231
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T07:28:06Z,2259
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T07:43:12Z,2051
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T07:58:18Z,2061
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T08:13:24Z,2046
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T08:29:00Z,1715
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T08:44:06Z,2349
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T08:59:12Z,2339
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T09:14:17Z,1738
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T09:29:23Z,1233
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T09:44:29Z,1074
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:00:05Z,989
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:10:28Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:11:14Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:11:19Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:11:22Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:11:26Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:12:00Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:12:08Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:12:23Z,670
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:13:28Z,847
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:18:21Z,2384
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:33:27Z,17769
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:36:13Z,17769
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:36:14Z,17769
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:36:16Z,17769
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:42:21Z,25981
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:43:05Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:44:06Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:44:17Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:44:25Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:45:00Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:45:02Z,32777
S43_OD_M,bVOC,Parts Per Billion,2021-07-06T10:45:07Z,32777
S43_OD_M,Temperature,Celsius,2021-07-05T10:42:10Z,29.73
S43_OD_M,Temperature,Celsius,2021-07-05T10:42:13Z,29.73
S43_OD_M,Temperature,Celsius,2021-07-05T10:57:21Z,31.87
S43_OD_M,Temperature,Celsius,2021-07-05T11:12:26Z,32.82
S43_OD_M,Temperature,Celsius,2021-07-05T11:28:02Z,33.1
S43_OD_M,Temperature,Celsius,2021-07-05T11:43:08Z,33.01
S43_OD_M,Temperature,Celsius,2021-07-05T11:58:14Z,32.9
S43_OD_M,Temperature,Celsius,2021-07-05T12:13:18Z,33.01
S43_OD_M,Temperature,Celsius,2021-07-05T12:28:23Z,32.79
S43_OD_M,Temperature,Celsius,2021-07-05T12:43:29Z,32.77
S43_OD_M,Temperature,Celsius,2021-07-05T12:59:05Z,32.49
S43_OD_M,Temperature,Celsius,2021-07-05T13:14:11Z,32.53
S43_OD_M,Temperature,Celsius,2021-07-05T13:29:16Z,32.08
S43_OD_M,Temperature,Celsius,2021-07-05T13:44:22Z,32
S43_OD_M,Temperature,Celsius,2021-07-05T13:59:28Z,32.01
S43_OD_M,Temperature,Celsius,2021-07-05T14:15:04Z,31.68
S43_OD_M,Temperature,Celsius,2021-07-05T14:30:09Z,31.53
S43_OD_M,Temperature,Celsius,2021-07-05T14:45:15Z,31.39
S43_OD_M,Temperature,Celsius,2021-07-05T15:00:21Z,31.27
S43_OD_M,Temperature,Celsius,2021-07-05T15:15:27Z,31.37
S43_OD_M,Temperature,Celsius,2021-07-05T15:31:02Z,31.36
S43_OD_M,Temperature,Celsius,2021-07-05T15:46:08Z,31.18
S43_OD_M,Temperature,Celsius,2021-07-05T16:01:14Z,31.18
S43_OD_M,Temperature,Celsius,2021-07-05T16:16:20Z,31.02
S43_OD_M,Temperature,Celsius,2021-07-05T16:31:25Z,30.81
S43_OD_M,Temperature,Celsius,2021-07-05T16:47:01Z,30.62
S43_OD_M,Temperature,Celsius,2021-07-05T17:02:07Z,30.32
S43_OD_M,Temperature,Celsius,2021-07-05T17:17:13Z,30.09
S43_OD_M,Temperature,Celsius,2021-07-05T17:32:18Z,29.83
S43_OD_M,Temperature,Celsius,2021-07-05T17:47:24Z,29.63
S43_OD_M,Temperature,Celsius,2021-07-05T18:02:29Z,29.38
S43_OD_M,Temperature,Celsius,2021-07-05T18:18:05Z,29.22
S43_OD_M,Temperature,Celsius,2021-07-05T18:33:11Z,29.05
S43_OD_M,Temperature,Celsius,2021-07-05T18:48:17Z,28.93
S43_OD_M,Temperature,Celsius,2021-07-05T19:03:23Z,28.81
S43_OD_M,Temperature,Celsius,2021-07-05T19:18:29Z,28.74
S43_OD_M,Temperature,Celsius,2021-07-05T19:34:05Z,28.49
S43_OD_M,Temperature,Celsius,2021-07-05T19:49:11Z,28.22
S43_OD_M,Temperature,Celsius,2021-07-05T20:04:16Z,28.14
S43_OD_M,Temperature,Celsius,2021-07-05T20:19:22Z,27.91
S43_OD_M,Temperature,Celsius,2021-07-05T20:34:28Z,27.79
S43_OD_M,Temperature,Celsius,2021-07-05T20:50:04Z,27.62
S43_OD_M,Temperature,Celsius,2021-07-05T21:05:10Z,27.49
S43_OD_M,Temperature,Celsius,2021-07-05T21:20:14Z,27.39
S43_OD_M,Temperature,Celsius,2021-07-05T21:35:20Z,27.37
S43_OD_M,Temperature,Celsius,2021-07-05T21:50:26Z,27.29
S43_OD_M,Temperature,Celsius,2021-07-05T22:06:01Z,27.16
S43_OD_M,Temperature,Celsius,2021-07-05T22:21:07Z,27.15
S43_OD_M,Temperature,Celsius,2021-07-05T22:36:13Z,27.04
S43_OD_M,Temperature,Celsius,2021-07-05T22:51:19Z,27.11
S43_OD_M,Temperature,Celsius,2021-07-05T23:06:24Z,27.01
S43_OD_M,Temperature,Celsius,2021-07-05T23:22:00Z,26.88
S43_OD_M,Temperature,Celsius,2021-07-05T23:37:06Z,26.85
S43_OD_M,Temperature,Celsius,2021-07-05T23:52:12Z,26.79
S43_OD_M,Temperature,Celsius,2021-07-06T00:07:17Z,26.81
S43_OD_M,Temperature,Celsius,2021-07-06T00:22:23Z,26.61
S43_OD_M,Temperature,Celsius,2021-07-06T00:37:27Z,26.61
S43_OD_M,Temperature,Celsius,2021-07-06T00:53:03Z,26.53
S43_OD_M,Temperature,Celsius,2021-07-06T01:08:09Z,26.46
S43_OD_M,Temperature,Celsius,2021-07-06T01:23:15Z,26.41
S43_OD_M,Temperature,Celsius,2021-07-06T01:38:21Z,26.42
S43_OD_M,Temperature,Celsius,2021-07-06T01:53:27Z,26.41
S43_OD_M,Temperature,Celsius,2021-07-06T02:09:03Z,26.05
S43_OD_M,Temperature,Celsius,2021-07-06T02:24:09Z,25.83
S43_OD_M,Temperature,Celsius,2021-07-06T02:39:15Z,25.57
S43_OD_M,Temperature,Celsius,2021-07-06T02:54:21Z,25.43
S43_OD_M,Temperature,Celsius,2021-07-06T03:09:26Z,25.37
S43_OD_M,Temperature,Celsius,2021-07-06T03:25:02Z,25.34
S43_OD_M,Temperature,Celsius,2021-07-06T03:40:08Z,26.34
S43_OD_M,Temperature,Celsius,2021-07-06T03:55:14Z,26.7
S43_OD_M,Temperature,Celsius,2021-07-06T04:10:20Z,28.04
S43_OD_M,Temperature,Celsius,2021-07-06T04:25:26Z,29.07
S43_OD_M,Temperature,Celsius,2021-07-06T04:41:02Z,30.38
S43_OD_M,Temperature,Celsius,2021-07-06T04:56:08Z,31.38
S43_OD_M,Temperature,Celsius,2021-07-06T05:11:14Z,32.13
S43_OD_M,Temperature,Celsius,2021-07-06T05:26:20Z,32.84
S43_OD_M,Temperature,Celsius,2021-07-06T05:41:26Z,33.59
S43_OD_M,Temperature,Celsius,2021-07-06T05:57:02Z,34.3
S43_OD_M,Temperature,Celsius,2021-07-06T06:12:07Z,35.11
S43_OD_M,Temperature,Celsius,2021-07-06T06:27:13Z,35.62
S43_OD_M,Temperature,Celsius,2021-07-06T06:42:19Z,36.23
S43_OD_M,Temperature,Celsius,2021-07-06T06:57:25Z,36.62
S43_OD_M,Temperature,Celsius,2021-07-06T07:13:00Z,37.05
S43_OD_M,Temperature,Celsius,2021-07-06T07:28:06Z,37.32
S43_OD_M,Temperature,Celsius,2021-07-06T07:43:12Z,37.27
S43_OD_M,Temperature,Celsius,2021-07-06T07:58:18Z,37.17
S43_OD_M,Temperature,Celsius,2021-07-06T08:13:24Z,37.11
S43_OD_M,Temperature,Celsius,2021-07-06T08:29:00Z,37.11
S43_OD_M,Temperature,Celsius,2021-07-06T08:44:06Z,37.06
S43_OD_M,Temperature,Celsius,2021-07-06T08:59:12Z,37.05
S43_OD_M,Temperature,Celsius,2021-07-06T09:14:17Z,36.97
S43_OD_M,Temperature,Celsius,2021-07-06T09:29:23Z,36.72
S43_OD_M,Temperature,Celsius,2021-07-06T09:44:29Z,36.47
S43_OD_M,Temperature,Celsius,2021-07-06T10:00:05Z,36.09
S43_OD_M,Temperature,Celsius,2021-07-06T10:10:28Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:11:14Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:11:19Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:11:22Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:11:26Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:12:00Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:12:08Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:12:23Z,36.03
S43_OD_M,Temperature,Celsius,2021-07-06T10:13:28Z,35.86
S43_OD_M,Temperature,Celsius,2021-07-06T10:18:21Z,35.88
S43_OD_M,Temperature,Celsius,2021-07-06T10:33:27Z,35.21
S43_OD_M,Temperature,Celsius,2021-07-06T10:36:13Z,35.21
S43_OD_M,Temperature,Celsius,2021-07-06T10:36:14Z,35.21
S43_OD_M,Temperature,Celsius,2021-07-06T10:36:16Z,35.21
S43_OD_M,Temperature,Celsius,2021-07-06T10:42:21Z,34.95
S43_OD_M,Temperature,Celsius,2021-07-06T10:43:05Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:44:06Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:44:17Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:44:25Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:45:00Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:45:02Z,34.73
S43_OD_M,Temperature,Celsius,2021-07-06T10:45:07Z,34.73
